named.index	unique.index	external_gene_name	ensembl_gene_id	ensembl_gene_id_version	chromosome_name	start_position	end_position	ensembl_transcript_id	external_gene_source	gene_biotype	external_synonym	hgnc_symbol	strand
IGKV1/OR-1	IGKV1/OR-1	IGKV1OR2-1	ENSG00000235235	ENSG00000235235.6	chr2	91817771	91818248	ENST00000514060	HGNC_Symbol	IG_V_pseudogene	IGKV1/OR-1	IGKV1OR2-1	1
IGKV1OR-1	IGKV1OR-1	IGKV1OR2-1	ENSG00000235235	ENSG00000235235.6	chr2	91817771	91818248	ENST00000514060	HGNC_Symbol	IG_V_pseudogene	IGKV1OR-1	IGKV1OR2-1	1
IGKV1/OR1-1	IGKV1/OR1-1	IGKV1OR1-1	ENSG00000276674	ENSG00000276674.1	chr1	144085628	144086098	ENST00000613775	HGNC_Symbol	IG_V_pseudogene	IGKV1/OR1-1	IGKV1OR1-1	1
IGKV1/OR-2	IGKV1/OR-2	IGKV1OR-2	ENSG00000156755	ENSG00000156755.10	chr9	64765054	64765535	ENST00000457995	HGNC_Symbol	IG_V_pseudogene	IGKV1/OR-2	IGKV1OR-2	-1
IGKV1/OR2-1	IGKV1/OR2-1	IGKV1OR2-1	ENSG00000235235	ENSG00000235235.6	chr2	91817771	91818248	ENST00000514060	HGNC_Symbol	IG_V_pseudogene	IGKV1/OR2-1	IGKV1OR2-1	1
IGKV1/OR22-1	IGKV1/OR22-1	IGKV1OR22-1	ENSG00000253481	ENSG00000253481.2	chr22	16933521	16934003	ENST00000521497	HGNC_Symbol	IG_V_pseudogene	IGKV1/OR22-1	IGKV1OR22-1	-1
IGKV1/OR22-5	IGKV1/OR22-5	IGKV1OR22-5	ENSG00000230481	ENSG00000230481.2	chr22	16904219	16904696	ENST00000458718	HGNC_Symbol	IG_V_pseudogene	IGKV1/OR22-5	IGKV1OR22-5	-1
IGKV1/OR22-5A	IGKV1/OR22-5A	IGKV1OR22-5	ENSG00000230481	ENSG00000230481.2	chr22	16904219	16904696	ENST00000458718	HGNC_Symbol	IG_V_pseudogene	IGKV1/OR22-5A	IGKV1OR22-5	-1
IGKV1OR22-5A	IGKV1OR22-5A	IGKV1OR22-5	ENSG00000230481	ENSG00000230481.2	chr22	16904219	16904696	ENST00000458718	HGNC_Symbol	IG_V_pseudogene	IGKV1OR22-5A	IGKV1OR22-5	-1
IGKV1/OR-3	IGKV1/OR-3	IGKV1OR-3	ENSG00000204776	ENSG00000204776.6	chr9	65770955	65771434	ENST00000446944	HGNC_Symbol	IG_V_pseudogene	IGKV1/OR-3	IGKV1OR-3	1
IGKV2/OR2-1	IGKV2/OR2-1	IGKV2OR2-1	ENSG00000270748	ENSG00000270748.1	chr2	97046588	97046891	ENST00000605129	HGNC_Symbol	IG_V_pseudogene	IGKV2/OR2-1	IGKV2OR2-1	1
IGKV2/OR2-1A	IGKV2/OR2-1A	IGKV2OR2-1	ENSG00000270748	ENSG00000270748.1	chr2	97046588	97046891	ENST00000605129	HGNC_Symbol	IG_V_pseudogene	IGKV2/OR2-1A	IGKV2OR2-1	1
IGKV2OR2-1A	IGKV2OR2-1A	IGKV2OR2-1	ENSG00000270748	ENSG00000270748.1	chr2	97046588	97046891	ENST00000605129	HGNC_Symbol	IG_V_pseudogene	IGKV2OR2-1A	IGKV2OR2-1	1
IGKV2/OR22-3	IGKV2/OR22-3	IGKV2OR22-3	ENSG00000253460	ENSG00000253460.2	chr22	16921443	16922173	ENST00000521969	HGNC_Symbol	IG_V_pseudogene	IGKV2/OR22-3	IGKV2OR22-3	-1
IGKV2/OR22-4	IGKV2/OR22-4	IGKV2OR22-4	ENSG00000253691	ENSG00000253691.2	chr22	16914235	16914981	ENST00000523309	HGNC_Symbol	IG_V_pseudogene	IGKV2/OR22-4	IGKV2OR22-4	-1
IGKV3/OR22-2	IGKV3/OR22-2	IGKV3OR22-2	ENSG00000254264	ENSG00000254264.2	chr22	16925952	16926444	ENST00000517943	HGNC_Symbol	IG_V_pseudogene	IGKV3/OR22-2	IGKV3OR22-2	-1
IGKVP1	IGKVP1	IGKV1OR1-1	ENSG00000276674	ENSG00000276674.1	chr1	144085628	144086098	ENST00000613775	HGNC_Symbol	IG_V_pseudogene	IGKVP1	IGKV1OR1-1	1
IGKVP3	IGKVP3	IGKV3OR22-2	ENSG00000254264	ENSG00000254264.2	chr22	16925952	16926444	ENST00000517943	HGNC_Symbol	IG_V_pseudogene	IGKVP3	IGKV3OR22-2	-1
IGKVP4	IGKVP4	IGKV2OR22-3	ENSG00000253460	ENSG00000253460.2	chr22	16921443	16922173	ENST00000521969	HGNC_Symbol	IG_V_pseudogene	IGKVP4	IGKV2OR22-3	-1
IGKVP5	IGKVP5	IGKV1OR22-1	ENSG00000253481	ENSG00000253481.2	chr22	16933521	16934003	ENST00000521497	HGNC_Symbol	IG_V_pseudogene	IGKVP5	IGKV1OR22-1	-1
IGKVP6	IGKVP6	IGKV2OR22-4	ENSG00000253691	ENSG00000253691.2	chr22	16914235	16914981	ENST00000523309	HGNC_Symbol	IG_V_pseudogene	IGKVP6	IGKV2OR22-4	-1
IGKVP7	IGKVP7	IGKV1OR22-5	ENSG00000230481	ENSG00000230481.2	chr22	16904219	16904696	ENST00000458718	HGNC_Symbol	IG_V_pseudogene	IGKVP7	IGKV1OR22-5	-1
IGKVPZ1	IGKVPZ1	IGKV1OR2-1	ENSG00000235235	ENSG00000235235.6	chr2	91817771	91818248	ENST00000514060	HGNC_Symbol	IG_V_pseudogene	IGKVPZ1	IGKV1OR2-1	1
IGKVPZ2	IGKVPZ2	IGKV1OR-2	ENSG00000156755	ENSG00000156755.10	chr9	64765054	64765535	ENST00000457995	HGNC_Symbol	IG_V_pseudogene	IGKVPZ2	IGKV1OR-2	-1
IGKVPZ3	IGKVPZ3	IGKV1OR-3	ENSG00000204776	ENSG00000204776.6	chr9	65770955	65771434	ENST00000446944	HGNC_Symbol	IG_V_pseudogene	IGKVPZ3	IGKV1OR-3	1
IGLJ-C/OR18	IGLJ-C/OR18	IGLJCOR18	ENSG00000265243	ENSG00000265243.1	chr18	3394889	3395312	ENST00000584002	HGNC_Symbol	IG_C_pseudogene	IGLJ-C/OR18	IGLJCOR18	1
IGLJ-COR18	IGLJ-COR18	IGLJCOR18	ENSG00000265243	ENSG00000265243.1	chr18	3394889	3395312	ENST00000584002	HGNC_Symbol	IG_C_pseudogene	IGLJ-COR18	IGLJCOR18	1
IGLL3	IGLL3	IGLL3P	ENSG00000206066	ENSG00000206066.3	chr22	25318256	25320080	ENST00000412472	HGNC_Symbol	transcribed_unprocessed_pseudogene	IGLL3	IGLL3P	1
II56P	II56P	IFIT1P1	ENSG00000215515	ENSG00000215515.2	chr13	32384660	32386108	ENST00000400497	HGNC_Symbol	processed_pseudogene	II56P	IFIT1P1	1
IKBKGP	IKBKGP	IKBKGP1	ENSG00000275882	ENSG00000275882.1	chrX	154639978	154648275	ENST00000612193	HGNC_Symbol	transcribed_unprocessed_pseudogene	IKBKGP	IKBKGP1	-1
IL8RBP	IL8RBP	CXCR2P1	ENSG00000229754	ENSG00000229754.3	chr2	218060339	218061412	ENST00000443392	HGNC_Symbol	transcribed_unprocessed_pseudogene	IL8RBP	CXCR2P1	-1
ILP-2	ILP-2	BIRC8	ENSG00000163098	ENSG00000163098.7	chr19	53289664	53291131	ENST00000652230	HGNC_Symbol	transcribed_processed_pseudogene	ILP-2	BIRC8	-1
ILT10	ILT10	LILRP2	ENSG00000170858	ENSG00000170858.11	chr19	54708602	54713232	ENST00000413572	HGNC_Symbol	transcribed_processed_pseudogene	ILT10	LILRP2	1
ILT9	ILT9	LILRP1	ENSG00000186152	ENSG00000186152.6	chr19	54696604	54700905	ENST00000444199	HGNC_Symbol	transcribed_unprocessed_pseudogene	ILT9	LILRP1	1
IMAA	IMAA	SLC7A5P2	ENSG00000258186	ENSG00000258186.2	chr16	21519830	21520365	ENST00000553010	HGNC_Symbol	transcribed_processed_pseudogene	IMAA	SLC7A5P2	-1
INCA	INCA	CARD17P	ENSG00000255221	ENSG00000255221.5	chr11	105092486	105101414	ENST00000638172	HGNC_Symbol	transcribed_unprocessed_pseudogene	INCA	CARD17P	-1
ING1-LIKE	ING1-LIKE	INGX	ENSG00000243468	ENSG00000243468.6	chrX	71492083	71492928	ENST00000359239	HGNC_Symbol	transcribed_processed_pseudogene	ING1-LIKE	INGX	-1
ING2	ING2	INGX	ENSG00000243468	ENSG00000243468.6	chrX	71492083	71492928	ENST00000359239	HGNC_Symbol	transcribed_processed_pseudogene	ING2	INGX	-1
INT6P1	INT6P1	EIF3EP1	ENSG00000234882	ENSG00000234882.1	chr6	73291962	73293277	ENST00000433978	HGNC_Symbol	transcribed_processed_pseudogene	INT6P1	EIF3EP1	1
INTS4L1	INTS4L1	INTS4P1	ENSG00000164669	ENSG00000164669.14	chr7	65141241	65212794	ENST00000438455	HGNC_Symbol	transcribed_unprocessed_pseudogene	INTS4L1	INTS4P1	1
INTS4L2	INTS4L2	INTS4P2	ENSG00000273024	ENSG00000273024.7	chr7	65647823	65718688	ENST00000614726	HGNC_Symbol	transcribed_unprocessed_pseudogene	INTS4L2	INTS4P2	1
IPP-2P	IPP-2P	PPP1R2P1	ENSG00000234515	ENSG00000234515.2	chr6	32879216	32879833	ENST00000429032	HGNC_Symbol	transcribed_processed_pseudogene	IPP-2P	PPP1R2P1	-1
IQCB1P1	IQCB1P1	IQCB2P	ENSG00000217539	ENSG00000217539.2	chr6	28010723	28012355	ENST00000401788	HGNC_Symbol	processed_pseudogene	IQCB1P1	IQCB2P	1
ITGB1L	ITGB1L	ITGB1P1	ENSG00000269378	ENSG00000269378.1	chr19	14621634	14622242	ENST00000596032	HGNC_Symbol	processed_pseudogene	ITGB1L	ITGB1P1	-1
ITM2BP	ITM2BP	ITM2BP1	ENSG00000266853	ENSG00000266853.1	chr17	27612588	27613251	ENST00000580276	HGNC_Symbol	processed_pseudogene	ITM2BP	ITM2BP1	-1
JTK5	JTK5	RYKP1	ENSG00000263219	ENSG00000263219.1	chr17	4222091	4223828	ENST00000575880	HGNC_Symbol	processed_pseudogene	JTK5	RYKP1	1
JTK5B	JTK5B	RYKP1	ENSG00000263219	ENSG00000263219.1	chr17	4222091	4223828	ENST00000575880	HGNC_Symbol	processed_pseudogene	JTK5B	RYKP1	1
KALP	KALP	ANOS2P	ENSG00000241859	ENSG00000241859.8	chrY	13751656	13915824	ENST00000472227	HGNC_Symbol	transcribed_unprocessed_pseudogene	KALP	ANOS2P	1
KAL-Y	KAL-Y	ANOS2P	ENSG00000241859	ENSG00000241859.8	chrY	13751656	13915824	ENST00000472227	HGNC_Symbol	transcribed_unprocessed_pseudogene	KAL-Y	ANOS2P	1
KAP13A	KAP13A	KRTAP13-5P	ENSG00000233640	ENSG00000233640.2	chr21	30436466	30436964	ENST00000418755	HGNC_Symbol	unprocessed_pseudogene	KAP13A	KRTAP13-5P	-1
KAP13B	KAP13B	KRTAP13-6P	ENSG00000250973	ENSG00000250973.1	chr21	30356515	30356885	ENST00000508999	HGNC_Symbol	unprocessed_pseudogene	KAP13B	KRTAP13-6P	-1
KAP19A	KAP19A	KRTAP19-9P	ENSG00000237841	ENSG00000237841.1	chr21	30510307	30510497	ENST00000421795	HGNC_Symbol	unprocessed_pseudogene	KAP19A	KRTAP19-9P	-1
KAP19B	KAP19B	KRTAP19-10P	ENSG00000235312	ENSG00000235312.1	chr21	30514613	30514799	ENST00000445258	HGNC_Symbol	unprocessed_pseudogene	KAP19B	KRTAP19-10P	-1
KAP19C	KAP19C	KRTAP19-11P	ENSG00000236612	ENSG00000236612.1	chr21	30537278	30537381	ENST00000439851	HGNC_Symbol	unprocessed_pseudogene	KAP19C	KRTAP19-11P	-1
KAP21A	KAP21A	KRTAP21-4P	ENSG00000236400	ENSG00000236400.1	chr21	30741780	30742595	ENST00000454921	HGNC_Symbol	unprocessed_pseudogene	KAP21A	KRTAP21-4P	-1
KAP2A	KAP2A	KRTAP2-5P	ENSG00000237230	ENSG00000237230.1	chr17	41071946	41072341	ENST00000446109	HGNC_Symbol	unprocessed_pseudogene	KAP2A	KRTAP2-5P	1
KAP3A	KAP3A	KRTAP3-4P	ENSG00000226776	ENSG00000226776.1	chr17	41004481	41004760	ENST00000430780	HGNC_Symbol	unprocessed_pseudogene	KAP3A	KRTAP3-4P	-1
KAP8A	KAP8A	KRTAP8-2P	ENSG00000233036	ENSG00000233036.1	chr21	30802242	30802427	ENST00000440620	HGNC_Symbol	unprocessed_pseudogene	KAP8A	KRTAP8-2P	-1
KAP8B	KAP8B	KRTAP8-3P	ENSG00000227840	ENSG00000227840.1	chr21	30806932	30807119	ENST00000423658	HGNC_Symbol	unprocessed_pseudogene	KAP8B	KRTAP8-3P	-1
KAP9A	KAP9A	KRTAP9-11P	ENSG00000229351	ENSG00000229351.1	chr17	41271311	41271835	ENST00000431013	HGNC_Symbol	unprocessed_pseudogene	KAP9A	KRTAP9-11P	1
KCNMB2L	KCNMB2L	KCNMB3P1	ENSG00000239435	ENSG00000239435.3	chr22	16575363	16582707	ENST00000493696	HGNC_Symbol	transcribed_unprocessed_pseudogene	KCNMB2L	KCNMB3P1	-1
KCNMB3L	KCNMB3L	KCNMB3P1	ENSG00000239435	ENSG00000239435.3	chr22	16575363	16582707	ENST00000493696	HGNC_Symbol	transcribed_unprocessed_pseudogene	KCNMB3L	KCNMB3P1	-1
KCNMB3L1	KCNMB3L1	KCNMB3P1	ENSG00000239435	ENSG00000239435.3	chr22	16575363	16582707	ENST00000493696	HGNC_Symbol	transcribed_unprocessed_pseudogene	KCNMB3L1	KCNMB3P1	-1
KCNMBLP	KCNMBLP	KCNMB3P1	ENSG00000239435	ENSG00000239435.3	chr22	16575363	16582707	ENST00000493696	HGNC_Symbol	transcribed_unprocessed_pseudogene	KCNMBLP	KCNMB3P1	-1
KERSMCR	KERSMCR	KRT16P3	ENSG00000214822	ENSG00000214822.9	chr17	20501669	20504283	ENST00000439127	HGNC_Symbol	transcribed_unprocessed_pseudogene	KERSMCR	KRT16P3	-1
KIAA0055-HOM	KIAA0055-HOM	USP8P1	ENSG00000214892	ENSG00000214892.4	chr6	31275572	31278754	ENST00000494673	HGNC_Symbol	processed_pseudogene	KIAA0055-HOM	USP8P1	1
KIAA0125P1	KIAA0125P1	FAM30B	ENSG00000277988	ENSG00000277988.1	chr15	20012741	20014208	ENST00000611556	HGNC_Symbol	unprocessed_pseudogene	KIAA0125P1	FAM30B	1
KIAA0125P2	KIAA0125P2	FAM30C	ENSG00000259698	ENSG00000259698.1	chr15	21019388	21020851	ENST00000561158	HGNC_Symbol	unprocessed_pseudogene	KIAA0125P2	FAM30C	1
KIAA0377P	KIAA0377P	PPIP5K1P1	ENSG00000249839	ENSG00000249839.1	chr15	43663654	43684339	ENST00000510070	HGNC_Symbol	unprocessed_pseudogene	KIAA0377P	PPIP5K1P1	-1
KIAA0447	KIAA0447	SLC35E2A	ENSG00000215790	ENSG00000215790.9	chr1	1734690	1739557	ENST00000643943	HGNC_Symbol	transcribed_unprocessed_pseudogene	KIAA0447	SLC35E2A	-1
KIAA0470L	KIAA0470L	CEP170P1	ENSG00000154608	ENSG00000154608.14	chr4	118467590	118554100	ENST00000502249	HGNC_Symbol	transcribed_unprocessed_pseudogene	KIAA0470L	CEP170P1	1
KIAA0495	KIAA0495	GFOD3P	ENSG00000227372	ENSG00000227372.13	chr1	3738434	3746742	ENST00000637775	HGNC_Symbol	transcribed_unitary_pseudogene	KIAA0495	GFOD3P	-1
KIAA0543	KIAA0543	SSPOP	ENSG00000197558	ENSG00000197558.14	chr7	149776042	149833829	ENST00000378016	HGNC_Symbol	transcribed_unitary_pseudogene	KIAA0543	SSPOP	1
KIAA0664L1	KIAA0664L1	CLUHP1	ENSG00000238191	ENSG00000238191.3	chrY	17621259	17625832	ENST00000435012	HGNC_Symbol	unprocessed_pseudogene	KIAA0664L1	CLUHP1	-1
KIAA0664L2	KIAA0664L2	CLUHP2	ENSG00000228945	ENSG00000228945.3	chrY	18280178	18284761	ENST00000426660	HGNC_Symbol	unprocessed_pseudogene	KIAA0664L2	CLUHP2	1
KIAA0664L3	KIAA0664L3	CLUHP3	ENSG00000131797	ENSG00000131797.14	chr16	31703168	31708581	ENST00000563678	HGNC_Symbol	transcribed_unprocessed_pseudogene	KIAA0664L3	CLUHP3	1
KIAA0664L4	KIAA0664L4	CLUHP4	ENSG00000249003	ENSG00000249003.1	chr4	190057902	190063005	ENST00000507604	HGNC_Symbol	unprocessed_pseudogene	KIAA0664L4	CLUHP4	-1
KIAA0664L5	KIAA0664L5	CLUHP5	ENSG00000230468	ENSG00000230468.1	chr10	133657235	133660635	ENST00000438421	HGNC_Symbol	unprocessed_pseudogene	KIAA0664L5	CLUHP5	-1
KIAA0664P1	KIAA0664P1	CLUHP1	ENSG00000238191	ENSG00000238191.3	chrY	17621259	17625832	ENST00000435012	HGNC_Symbol	unprocessed_pseudogene	KIAA0664P1	CLUHP1	-1
KIAA0664P2	KIAA0664P2	CLUHP2	ENSG00000228945	ENSG00000228945.3	chrY	18280178	18284761	ENST00000426660	HGNC_Symbol	unprocessed_pseudogene	KIAA0664P2	CLUHP2	1
KIAA0664P3	KIAA0664P3	CLUHP3	ENSG00000131797	ENSG00000131797.14	chr16	31703168	31708581	ENST00000563678	HGNC_Symbol	transcribed_unprocessed_pseudogene	KIAA0664P3	CLUHP3	1
KIAA0664P4	KIAA0664P4	CLUHP4	ENSG00000249003	ENSG00000249003.1	chr4	190057902	190063005	ENST00000507604	HGNC_Symbol	unprocessed_pseudogene	KIAA0664P4	CLUHP4	-1
KIAA0664P5	KIAA0664P5	CLUHP5	ENSG00000230468	ENSG00000230468.1	chr10	133657235	133660635	ENST00000438421	HGNC_Symbol	unprocessed_pseudogene	KIAA0664P5	CLUHP5	-1
KIAA0888L	KIAA0888L	FAM169BP	ENSG00000283597	ENSG00000283597.4	chr15	98441071	98520386	ENST00000636796	HGNC_Symbol	transcribed_unitary_pseudogene	KIAA0888L	FAM169BP	-1
KIAA0974P	KIAA0974P	FAM149B1P1	ENSG00000214424	ENSG00000214424.5	chr15	96756987	96758596	ENST00000533428	HGNC_Symbol	processed_pseudogene	KIAA0974P	FAM149B1P1	1
KIAA1922	KIAA1922	CROCCP3	ENSG00000080947	ENSG00000080947.16	chr1	16474396	16491307	ENST00000420820	HGNC_Symbol	transcribed_unprocessed_pseudogene	KIAA1922	CROCCP3	-1
KIR15	KIR15	KIR2DP1	ENSG00000242473	ENSG00000242473.1	chr19	54755023	54767371	ENST00000415311	HGNC_Symbol	unprocessed_pseudogene	KIR15	KIR2DP1	1
KIR2DL6	KIR2DL6	KIR2DP1	ENSG00000242473	ENSG00000242473.1	chr19	54755023	54767371	ENST00000415311	HGNC_Symbol	unprocessed_pseudogene	KIR2DL6	KIR2DP1	1
KIR2DS6	KIR2DS6	KIR3DP1	ENSG00000264257	ENSG00000264257.1	chr19	54786355	54790318	ENST00000580853	HGNC_Symbol	transcribed_unprocessed_pseudogene	KIR2DS6	KIR3DP1	1
KIR3DS2P	KIR3DS2P	KIR3DP1	ENSG00000264257	ENSG00000264257.1	chr19	54786355	54790318	ENST00000580853	HGNC_Symbol	transcribed_unprocessed_pseudogene	KIR3DS2P	KIR3DP1	1
KIR48	KIR48	KIR3DP1	ENSG00000264257	ENSG00000264257.1	chr19	54786355	54790318	ENST00000580853	HGNC_Symbol	transcribed_unprocessed_pseudogene	KIR48	KIR3DP1	1
KIRX	KIRX	KIR3DP1	ENSG00000264257	ENSG00000264257.1	chr19	54786355	54790318	ENST00000580853	HGNC_Symbol	transcribed_unprocessed_pseudogene	KIRX	KIR3DP1	1
KIRY	KIRY	KIR2DP1	ENSG00000242473	ENSG00000242473.1	chr19	54755023	54767371	ENST00000415311	HGNC_Symbol	unprocessed_pseudogene	KIRY	KIR2DP1	1
KIRZ	KIRZ	KIR2DP1	ENSG00000242473	ENSG00000242473.1	chr19	54755023	54767371	ENST00000415311	HGNC_Symbol	unprocessed_pseudogene	KIRZ	KIR2DP1	1
KLK31P	KLK31P	KLKP1	ENSG00000197588	ENSG00000197588.10	chr19	50887866	50888268	ENST00000595979	HGNC_Symbol	transcribed_unprocessed_pseudogene	KLK31P	KLKP1	-1
KLRA1	KLRA1	KLRA1P	ENSG00000256667	ENSG00000256667.7	chr12	10589386	10598209	ENST00000503499	HGNC_Symbol	transcribed_unprocessed_pseudogene	KLRA1	KLRA1P	-1
KLRAP1	KLRAP1	KLRA1P	ENSG00000256667	ENSG00000256667.7	chr12	10589386	10598209	ENST00000503499	HGNC_Symbol	transcribed_unprocessed_pseudogene	KLRAP1	KLRA1P	-1
KOX21	KOX21	ZNF37BP	ENSG00000234420	ENSG00000234420.10	chr10	42519695	42521046	ENST00000452306	HGNC_Symbol	transcribed_processed_pseudogene	KOX21	ZNF37BP	-1
KOX26	KOX26	ZNF29P	ENSG00000108452	ENSG00000108452.1	chr17	15675476	15675643	ENST00000225587	HGNC_Symbol	unprocessed_pseudogene	KOX26	ZNF29P	1
KREV1P	KREV1P	RAP1AP	ENSG00000258769	ENSG00000258769.1	chr14	74482985	74483435	ENST00000554629	HGNC_Symbol	processed_pseudogene	KREV1P	RAP1AP	1
KRT121P	KRT121P	KRT87P	ENSG00000135477	ENSG00000135477.12	chr12	52250466	52258553	ENST00000534226	HGNC_Symbol	transcribed_unprocessed_pseudogene	KRT121P	KRT87P	-1
KRT122P	KRT122P	KRT88P	ENSG00000284883	ENSG00000284883.2	chr12	52263948	52267540	ENST00000643114	HGNC_Symbol	unprocessed_pseudogene	KRT122P	KRT88P	1
KRT123P	KRT123P	KRT89P	ENSG00000274928	ENSG00000274928.7	chr12	52341197	52354036	ENST00000620027	HGNC_Symbol	transcribed_unprocessed_pseudogene	KRT123P	KRT89P	1
KRT124P	KRT124P	KRT90P	ENSG00000257844	ENSG00000257844.2	chr12	52411742	52421867	ENST00000549264	HGNC_Symbol	unprocessed_pseudogene	KRT124P	KRT90P	-1
KRT8L1	KRT8L1	KRT8P11	ENSG00000255815	ENSG00000255815.3	chr9	99305176	99306611	ENST00000409686	HGNC_Symbol	processed_pseudogene	KRT8L1	KRT8P11	1
KRTAP12-6P	KRTAP12-6P	KRTAP12-5P	ENSG00000276647	ENSG00000276647.1	chr21	44686358	44686629	ENST00000617417	HGNC_Symbol	processed_pseudogene	KRTAP12-6P	KRTAP12-5P	1
KRTAP12P1	KRTAP12P1	KRTAP12-5P	ENSG00000276647	ENSG00000276647.1	chr21	44686358	44686629	ENST00000617417	HGNC_Symbol	processed_pseudogene	KRTAP12P1	KRTAP12-5P	1
KRTAP13P1	KRTAP13P1	KRTAP13-5P	ENSG00000233640	ENSG00000233640.2	chr21	30436466	30436964	ENST00000418755	HGNC_Symbol	unprocessed_pseudogene	KRTAP13P1	KRTAP13-5P	-1
KRTAP13P2	KRTAP13P2	KRTAP13-6P	ENSG00000250973	ENSG00000250973.1	chr21	30356515	30356885	ENST00000508999	HGNC_Symbol	unprocessed_pseudogene	KRTAP13P2	KRTAP13-6P	-1
KRTAP19P1	KRTAP19P1	KRTAP19-9P	ENSG00000237841	ENSG00000237841.1	chr21	30510307	30510497	ENST00000421795	HGNC_Symbol	unprocessed_pseudogene	KRTAP19P1	KRTAP19-9P	-1
KRTAP19P2	KRTAP19P2	KRTAP19-10P	ENSG00000235312	ENSG00000235312.1	chr21	30514613	30514799	ENST00000445258	HGNC_Symbol	unprocessed_pseudogene	KRTAP19P2	KRTAP19-10P	-1
KRTAP19P3	KRTAP19P3	KRTAP19-11P	ENSG00000236612	ENSG00000236612.1	chr21	30537278	30537381	ENST00000439851	HGNC_Symbol	unprocessed_pseudogene	KRTAP19P3	KRTAP19-11P	-1
KRTAP21P1	KRTAP21P1	KRTAP21-4P	ENSG00000236400	ENSG00000236400.1	chr21	30741780	30742595	ENST00000454921	HGNC_Symbol	unprocessed_pseudogene	KRTAP21P1	KRTAP21-4P	-1
KRTAP28-9	KRTAP28-9	SCYGR9	ENSG00000285843	ENSG00000285843.1	chr2	227587237	227587515	ENST00000649376	HGNC_Symbol	unprocessed_pseudogene	KRTAP28-9	SCYGR9	-1
KRTAP28P1	KRTAP28P1	SCYGR9	ENSG00000285843	ENSG00000285843.1	chr2	227587237	227587515	ENST00000649376	HGNC_Symbol	unprocessed_pseudogene	KRTAP28P1	SCYGR9	-1
KRTAP2P1	KRTAP2P1	KRTAP2-5P	ENSG00000237230	ENSG00000237230.1	chr17	41071946	41072341	ENST00000446109	HGNC_Symbol	unprocessed_pseudogene	KRTAP2P1	KRTAP2-5P	1
KRTAP3P1	KRTAP3P1	KRTAP3-4P	ENSG00000226776	ENSG00000226776.1	chr17	41004481	41004760	ENST00000430780	HGNC_Symbol	unprocessed_pseudogene	KRTAP3P1	KRTAP3-4P	-1
KRTAP5-12	KRTAP5-12	KRTAP5-14P	ENSG00000249387	ENSG00000249387.1	chr11	71579728	71579848	ENST00000502328	HGNC_Symbol	processed_pseudogene	KRTAP5-12	KRTAP5-14P	-1
KRTAP5.P1	KRTAP5.P1	KRTAP5-13P	ENSG00000248903	ENSG00000248903.1	chr11	71568680	71568934	ENST00000511464	HGNC_Symbol	processed_pseudogene	KRTAP5.P1	KRTAP5-13P	1
KRTAP5P1	KRTAP5P1	KRTAP5-13P	ENSG00000248903	ENSG00000248903.1	chr11	71568680	71568934	ENST00000511464	HGNC_Symbol	processed_pseudogene	KRTAP5P1	KRTAP5-13P	1
KRTAP5.P2	KRTAP5.P2	KRTAP5-14P	ENSG00000249387	ENSG00000249387.1	chr11	71579728	71579848	ENST00000502328	HGNC_Symbol	processed_pseudogene	KRTAP5.P2	KRTAP5-14P	-1
KRTAP5P2	KRTAP5P2	KRTAP5-14P	ENSG00000249387	ENSG00000249387.1	chr11	71579728	71579848	ENST00000502328	HGNC_Symbol	processed_pseudogene	KRTAP5P2	KRTAP5-14P	-1
KRTAP8P1	KRTAP8P1	KRTAP8-2P	ENSG00000233036	ENSG00000233036.1	chr21	30802242	30802427	ENST00000440620	HGNC_Symbol	unprocessed_pseudogene	KRTAP8P1	KRTAP8-2P	-1
KRTAP8P2	KRTAP8P2	KRTAP8-3P	ENSG00000227840	ENSG00000227840.1	chr21	30806932	30807119	ENST00000423658	HGNC_Symbol	unprocessed_pseudogene	KRTAP8P2	KRTAP8-3P	-1
KRTAP9P1	KRTAP9P1	KRTAP9-11P	ENSG00000229351	ENSG00000229351.1	chr17	41271311	41271835	ENST00000431013	HGNC_Symbol	unprocessed_pseudogene	KRTAP9P1	KRTAP9-11P	1
KRTHAP1	KRTHAP1	KRT41P	ENSG00000225438	ENSG00000225438.1	chr17	41406512	41411775	ENST00000393988	HGNC_Symbol	unprocessed_pseudogene	KRTHAP1	KRT41P	-1
KRTHBP1	KRTHBP1	KRT90P	ENSG00000257844	ENSG00000257844.2	chr12	52411742	52421867	ENST00000549264	HGNC_Symbol	unprocessed_pseudogene	KRTHBP1	KRT90P	-1
KRTHBP2	KRTHBP2	KRT89P	ENSG00000274928	ENSG00000274928.7	chr12	52341197	52354036	ENST00000620027	HGNC_Symbol	transcribed_unprocessed_pseudogene	KRTHBP2	KRT89P	1
KRTHBP3	KRTHBP3	KRT88P	ENSG00000284883	ENSG00000284883.2	chr12	52263948	52267540	ENST00000643114	HGNC_Symbol	unprocessed_pseudogene	KRTHBP3	KRT88P	1
KRTHBP4	KRTHBP4	KRT87P	ENSG00000135477	ENSG00000135477.12	chr12	52250466	52258553	ENST00000534226	HGNC_Symbol	transcribed_unprocessed_pseudogene	KRTHBP4	KRT87P	-1
LAMR	LAMR	RPSAP11	ENSG00000237433	ENSG00000237433.1	chr3	32190747	32191627	ENST00000443010	HGNC_Symbol	processed_pseudogene	LAMR	RPSAP11	1
