named.index	unique.index	external_gene_name	ensembl_gene_id	ensembl_gene_id_version	chromosome_name	start_position	end_position	ensembl_transcript_id	external_gene_source	gene_biotype	external_synonym	hgnc_symbol
ENSG00000282339	ENSG00000282339		ENSG00000282339	ENSG00000282339.1	chr19	200499	201174	ENST00000632795		transcribed_processed_pseudogene		
ENSG00000282358	ENSG00000282358		ENSG00000282358	ENSG00000282358.1	chrX	9406952	9407708	ENST00000631952		processed_pseudogene		
ENSG00000282413	ENSG00000282413		ENSG00000282413	ENSG00000282413.1	chr10	119818866	119819133	ENST00000634073		processed_pseudogene		
ENSG00000282416	ENSG00000282416		ENSG00000282416	ENSG00000282416.1	chr19	197310	198066	ENST00000632679		processed_pseudogene		
ENSG00000282432	ENSG00000282432		ENSG00000282432	ENSG00000282432.1	chr10	80053428	80053548	ENST00000633717		transcribed_unprocessed_pseudogene		
ENSG00000282501	ENSG00000282501		ENSG00000282501	ENSG00000282501.1	chrX	9406025	9406778	ENST00000631601		processed_pseudogene		
ENSG00000282668	ENSG00000282668		ENSG00000282668	ENSG00000282668.1	chrX	9407861	9408638	ENST00000633241		processed_pseudogene		
ENSG00000282697	ENSG00000282697		ENSG00000282697	ENSG00000282697.1	chrX	9409748	9410501	ENST00000633298		processed_pseudogene		
ENSG00000282732	ENSG00000282732		ENSG00000282732	ENSG00000282732.1	chr19	22215634	22215661	ENST00000634174		unprocessed_pseudogene		
ENSG00000282738	ENSG00000282738		ENSG00000282738	ENSG00000282738.1	chr17	36161607	36162926	ENST00000633081		unprocessed_pseudogene		
ENSG00000282834	ENSG00000282834		ENSG00000282834	ENSG00000282834.1	chr11	95203727	95204033	ENST00000634407		processed_pseudogene		
ENSG00000282852	ENSG00000282852		ENSG00000282852	ENSG00000282852.1	chr1	110256754	110256930	ENST00000634283		processed_pseudogene		
ENSG00000282855	ENSG00000282855		ENSG00000282855	ENSG00000282855.1	chr4	127809170	127809477	ENST00000634516		processed_pseudogene		
ENSG00000282875	ENSG00000282875		ENSG00000282875	ENSG00000282875.1	chr10	133778258	133778498	ENST00000635574		transcribed_processed_pseudogene		
ENSG00000282879	ENSG00000282879		ENSG00000282879	ENSG00000282879.1	chr7	56736396	56736590	ENST00000634439		processed_pseudogene		
ENSG00000282909	ENSG00000282909		ENSG00000282909	ENSG00000282909.3	chrY	18389297	18391510	ENST00000634531		transcribed_unprocessed_pseudogene		
ENSG00000282912	ENSG00000282912		ENSG00000282912	ENSG00000282912.1	chr3	75624899	75625188	ENST00000634593		processed_pseudogene		
ENSG00000282924	ENSG00000282924		ENSG00000282924	ENSG00000282924.1	chr16	33723356	33763773	ENST00000634254		transcribed_unprocessed_pseudogene		
ENSG00000282927	ENSG00000282927		ENSG00000282927	ENSG00000282927.1	chr16	33484887	33485131	ENST00000634818		processed_pseudogene		
ENSG00000282946	ENSG00000282946		ENSG00000282946	ENSG00000282946.1	chr16	35528367	35529318	ENST00000565840		processed_pseudogene		
ENSG00000282973	ENSG00000282973		ENSG00000282973	ENSG00000282973.1	chr16	33345182	33345396	ENST00000572906		processed_pseudogene		
ENSG00000282980	ENSG00000282980		ENSG00000282980	ENSG00000282980.1	chr17	5512040	5512537	ENST00000634467		processed_pseudogene		
ENSG00000282994	ENSG00000282994		ENSG00000282994	ENSG00000282994.1	chr4	190195738	190195978	ENST00000635696		transcribed_processed_pseudogene		
ENSG00000283040	ENSG00000283040		ENSG00000283040	ENSG00000283040.1	chr1	874529	877234	ENST00000635557		transcribed_unprocessed_pseudogene		
ENSG00000283041	ENSG00000283041		ENSG00000283041	ENSG00000283041.1	chr7	133034607	133035920	ENST00000634247		processed_pseudogene		
ENSG00000283043	ENSG00000283043		ENSG00000283043	ENSG00000283043.1	chr4	60038269	60038586	ENST00000635075		processed_pseudogene		
ENSG00000283057	ENSG00000283057		ENSG00000283057	ENSG00000283057.1	chr16	71777603	71777834	ENST00000635332		processed_pseudogene		
ENSG00000283065	ENSG00000283065		ENSG00000283065	ENSG00000283065.1	chr16	34015260	34015477	ENST00000635547		processed_pseudogene		
ENSG00000283076	ENSG00000283076		ENSG00000283076	ENSG00000283076.1	chrY	17514502	17516715	ENST00000635343		transcribed_unprocessed_pseudogene		
ENSG00000283084	ENSG00000283084		ENSG00000283084	ENSG00000283084.1	chr18	23485000	23485197	ENST00000634369		processed_pseudogene		
ENSG00000283110	ENSG00000283110		ENSG00000283110	ENSG00000283110.1	chr16	33386105	33386349	ENST00000634557		processed_pseudogene		
ENSG00000283130	ENSG00000283130		ENSG00000283130	ENSG00000283130.1	chr13	88571654	88572312	ENST00000637834		processed_pseudogene		
ENSG00000283133	ENSG00000283133		ENSG00000283133	ENSG00000283133.1	chr15	41157175	41157342	ENST00000635724		processed_pseudogene		
ENSG00000283142	ENSG00000283142		ENSG00000283142	ENSG00000283142.2	chr20	45138518	45138897	ENST00000637826		transcribed_unprocessed_pseudogene		
ENSG00000283145	ENSG00000283145		ENSG00000283145	ENSG00000283145.1	chr22	21228760	21229138	ENST00000637734		transcribed_unprocessed_pseudogene		
ENSG00000283156	ENSG00000283156		ENSG00000283156	ENSG00000283156.2	chr4	56410516	56431548	ENST00000636730		transcribed_unprocessed_pseudogene		
ENSG00000283162	ENSG00000283162		ENSG00000283162	ENSG00000283162.3	chr9	38456118	38471933	ENST00000636076		transcribed_unprocessed_pseudogene		
ENSG00000283166	ENSG00000283166		ENSG00000283166	ENSG00000283166.1	chr1	237941452	237942492	ENST00000636511		processed_pseudogene		
ENSG00000283167	ENSG00000283167		ENSG00000283167	ENSG00000283167.2	chr2	110321402	110348941	ENST00000636301		transcribed_unprocessed_pseudogene		
ENSG00000283176	ENSG00000283176		ENSG00000283176	ENSG00000283176.1	chr8	133515506	133515745	ENST00000638080		processed_pseudogene		
ENSG00000283178	ENSG00000283178		ENSG00000283178	ENSG00000283178.1	chrX	71869763	71873295	ENST00000636596		transcribed_unprocessed_pseudogene		
ENSG00000283196	ENSG00000283196		ENSG00000283196	ENSG00000283196.3	chr2	89580558	89581140	ENST00000645145		transcribed_unprocessed_pseudogene		
ENSG00000283197	ENSG00000283197		ENSG00000283197	ENSG00000283197.1	chr8	133516184	133516268	ENST00000636297		processed_pseudogene		
ENSG00000283202	ENSG00000283202		ENSG00000283202	ENSG00000283202.1	chr2	230584815	230586715	ENST00000637608		transcribed_unitary_pseudogene		
ENSG00000283211	ENSG00000283211		ENSG00000283211	ENSG00000283211.1	chr9	40167392	40171329	ENST00000637262		unprocessed_pseudogene		
ENSG00000283214	ENSG00000283214		ENSG00000283214	ENSG00000283214.1	chr2	89662601	89662977	ENST00000635891		transcribed_unprocessed_pseudogene		
ENSG00000283219	ENSG00000283219		ENSG00000283219	ENSG00000283219.1	chr4	17557892	17558045	ENST00000637708		unprocessed_pseudogene		
ENSG00000283230	ENSG00000283230		ENSG00000283230	ENSG00000283230.1	chr7	57168725	57169074	ENST00000636479		unprocessed_pseudogene		
ENSG00000283234	ENSG00000283234		ENSG00000283234	ENSG00000283234.2	chr1	21950735	21951578	ENST00000636906		transcribed_unitary_pseudogene		
ENSG00000283236	ENSG00000283236		ENSG00000283236	ENSG00000283236.1	chr19	51860242	51863236	ENST00000588129		transcribed_unprocessed_pseudogene		
ENSG00000283251	ENSG00000283251		ENSG00000283251	ENSG00000283251.2	chr19	49056269	49058745	ENST00000637404		transcribed_unprocessed_pseudogene		
ENSG00000283257	ENSG00000283257		ENSG00000283257	ENSG00000283257.1	chr11	67538899	67540584	ENST00000637936		unprocessed_pseudogene		
ENSG00000283269	ENSG00000283269		ENSG00000283269	ENSG00000283269.2	chr19	28683071	28724989	ENST00000636857		transcribed_unprocessed_pseudogene		
ENSG00000283273	ENSG00000283273		ENSG00000283273	ENSG00000283273.1	chr15	22714342	22717727	ENST00000637456		transcribed_unprocessed_pseudogene		
ENSG00000283283	ENSG00000283283		ENSG00000283283	ENSG00000283283.2	chr2	110022447	110050064	ENST00000637413		transcribed_unprocessed_pseudogene		
ENSG00000283285	ENSG00000283285		ENSG00000283285	ENSG00000283285.1	chr19	51914675	51917703	ENST00000636268		unprocessed_pseudogene		
ENSG00000283312	ENSG00000283312		ENSG00000283312	ENSG00000283312.1	chr2	231493708	231495299	ENST00000636283		transcribed_processed_pseudogene		
ENSG00000283338	ENSG00000283338		ENSG00000283338	ENSG00000283338.1	chr11	47323983	47324181	ENST00000636321		unprocessed_pseudogene		
ENSG00000283339	ENSG00000283339		ENSG00000283339	ENSG00000283339.1	chr7	155074599	155074748	ENST00000637588		unprocessed_pseudogene		
ENSG00000283354	ENSG00000283354		ENSG00000283354	ENSG00000283354.1	chr1	108495475	108501144	ENST00000637607		unprocessed_pseudogene		
ENSG00000283356	ENSG00000283356		ENSG00000283356	ENSG00000283356.1	chr1	5554747	5554881	ENST00000637697		unprocessed_pseudogene		
ENSG00000283366	ENSG00000283366		ENSG00000283366	ENSG00000283366.2	chr22	19014353	19014506	ENST00000637415		transcribed_unprocessed_pseudogene		
ENSG00000283371	ENSG00000283371		ENSG00000283371	ENSG00000283371.1	chr13	86266842	86266926	ENST00000636373		unprocessed_pseudogene		
ENSG00000283376	ENSG00000283376		ENSG00000283376	ENSG00000283376.1	chr17	68691809	68716064	ENST00000636637		transcribed_unitary_pseudogene		
ENSG00000283377	ENSG00000283377		ENSG00000283377	ENSG00000283377.1	chr1	237942698	237943653	ENST00000636779		processed_pseudogene		
ENSG00000283381	ENSG00000283381		ENSG00000283381	ENSG00000283381.1	chr17	33692229	33692484	ENST00000637860		unprocessed_pseudogene		
ENSG00000283393	ENSG00000283393		ENSG00000283393	ENSG00000283393.1	chr11	43718676	43719143	ENST00000636385		processed_pseudogene		
ENSG00000283399	ENSG00000283399		ENSG00000283399	ENSG00000283399.1	chr16	20711473	20732990	ENST00000637768		unprocessed_pseudogene		
ENSG00000283402	ENSG00000283402		ENSG00000283402	ENSG00000283402.1	chr8	18849258	18849707	ENST00000637086		unprocessed_pseudogene		
ENSG00000283421	ENSG00000283421		ENSG00000283421	ENSG00000283421.1	chr16	21299903	21300506	ENST00000636643		transcribed_unitary_pseudogene		
ENSG00000283427	ENSG00000283427		ENSG00000283427	ENSG00000283427.1	chr2	89533185	89547106	ENST00000636949		unprocessed_pseudogene		
ENSG00000283431	ENSG00000283431		ENSG00000283431	ENSG00000283431.1	chr7	57163168	57166024	ENST00000635788		unprocessed_pseudogene		
ENSG00000283446	ENSG00000283446		ENSG00000283446	ENSG00000283446.1	chrX	85143427	85156444	ENST00000636677		unprocessed_pseudogene		
ENSG00000283451	ENSG00000283451		ENSG00000283451	ENSG00000283451.1	chr2	230138601	230138783	ENST00000636548		unitary_pseudogene		
ENSG00000283464	ENSG00000283464		ENSG00000283464	ENSG00000283464.1	chr14	106481424	106481706	ENST00000637112		IG_V_pseudogene		
ENSG00000283479	ENSG00000283479		ENSG00000283479	ENSG00000283479.1	chr19	35407770	35408493	ENST00000638098		transcribed_unprocessed_pseudogene		
ENSG00000283483	ENSG00000283483		ENSG00000283483	ENSG00000283483.1	chr11	43733761	43734564	ENST00000637880		processed_pseudogene		
ENSG00000283491	ENSG00000283491		ENSG00000283491	ENSG00000283491.1	chr2	231497090	231507256	ENST00000637647		transcribed_unprocessed_pseudogene		
ENSG00000283511	ENSG00000283511		ENSG00000283511	ENSG00000283511.2	chr3	58180009	58183978	ENST00000636329		transcribed_unitary_pseudogene		
ENSG00000283525	ENSG00000283525		ENSG00000283525	ENSG00000283525.2	chr19	43690002	43700508	ENST00000636801		transcribed_unprocessed_pseudogene		
ENSG00000283529	ENSG00000283529		ENSG00000283529	ENSG00000283529.2	chr20	49318337	49340437	ENST00000636663		transcribed_unprocessed_pseudogene		
ENSG00000283535	ENSG00000283535		ENSG00000283535	ENSG00000283535.1	chr22	16844399	16846357	ENST00000637740		transcribed_unprocessed_pseudogene		
ENSG00000283537	ENSG00000283537		ENSG00000283537	ENSG00000283537.3	chr7	143623762	143624398	ENST00000638055		transcribed_unprocessed_pseudogene		
ENSG00000283541	ENSG00000283541		ENSG00000283541	ENSG00000283541.1	chr9	61063752	61113954	ENST00000637145		unprocessed_pseudogene		
ENSG00000283544	ENSG00000283544		ENSG00000283544	ENSG00000283544.1	chr3	91374236	91513775	ENST00000637477		transcribed_unprocessed_pseudogene		
ENSG00000283566	ENSG00000283566		ENSG00000283566	ENSG00000283566.2	chr17	21773754	21783465	ENST00000637164		unprocessed_pseudogene		
ENSG00000283571	ENSG00000283571		ENSG00000283571	ENSG00000283571.1	chr14	106750289	106750594	ENST00000636589		IG_pseudogene		
ENSG00000283576	ENSG00000283576		ENSG00000283576	ENSG00000283576.1	chr8	1726273	1726557	ENST00000638068		processed_pseudogene		
ENSG00000283583	ENSG00000283583		ENSG00000283583	ENSG00000283583.1	chr22	18980695	18981325	ENST00000636418		unprocessed_pseudogene		
ENSG00000283587	ENSG00000283587		ENSG00000283587	ENSG00000283587.1	chr12	2726400	2727050	ENST00000637219		transcribed_processed_pseudogene		
ENSG00000283602	ENSG00000283602		ENSG00000283602	ENSG00000283602.2	chr5	140569962	140594570	ENST00000638148		transcribed_unitary_pseudogene		
ENSG00000283653	ENSG00000283653		ENSG00000283653	ENSG00000283653.1	chr5	148362777	148372152	ENST00000636510		unprocessed_pseudogene		
ENSG00000283657	ENSG00000283657		ENSG00000283657	ENSG00000283657.1	chr2	166414489	166414729	ENST00000637861		unprocessed_pseudogene		
ENSG00000283659	ENSG00000283659		ENSG00000283659	ENSG00000283659.1	chr2	89666033	89683204	ENST00000636451		transcribed_unprocessed_pseudogene		
ENSG00000283679	ENSG00000283679		ENSG00000283679	ENSG00000283679.1	chr19	7011884	7012679	ENST00000636139		processed_pseudogene		
ENSG00000283686	ENSG00000283686		ENSG00000283686	ENSG00000283686.2	chr8	142797624	142806142	ENST00000637396		unprocessed_pseudogene		
ENSG00000283695	ENSG00000283695		ENSG00000283695	ENSG00000283695.1	chr19	52865369	52865429	ENST00000637027		unprocessed_pseudogene		
ENSG00000283752	ENSG00000283752		ENSG00000283752	ENSG00000283752.1	chr1	145139986	145148375	ENST00000640951		transcribed_unprocessed_pseudogene		
ENSG00000283773	ENSG00000283773		ENSG00000283773	ENSG00000283773.1	chr1	16642767	16643109	ENST00000639399		transcribed_unprocessed_pseudogene		
ENSG00000284003	ENSG00000284003		ENSG00000284003	ENSG00000284003.1	chr2	131373647	131379675	ENST00000640874		unprocessed_pseudogene		
ENSG00000284060	ENSG00000284060		ENSG00000284060	ENSG00000284060.1	chr22	21002895	21009453	ENST00000442739		transcribed_unprocessed_pseudogene		
ENSG00000284071	ENSG00000284071		ENSG00000284071	ENSG00000284071.1	chrY	24196518	24206132	ENST00000624333		transcribed_unprocessed_pseudogene		
ENSG00000284098	ENSG00000284098		ENSG00000284098	ENSG00000284098.1	chr7	57190300	57190460	ENST00000640395		unprocessed_pseudogene		
ENSG00000284171	ENSG00000284171		ENSG00000284171	ENSG00000284171.1	chr2	130278444	130278739	ENST00000638485		unprocessed_pseudogene		
ENSG00000284221	ENSG00000284221		ENSG00000284221	ENSG00000284221.1	chr7	57192405	57192698	ENST00000638857		unprocessed_pseudogene		
ENSG00000284233	ENSG00000284233		ENSG00000284233	ENSG00000284233.1	chr22	24633272	24633443	ENST00000639500		transcribed_unprocessed_pseudogene		
ENSG00000284242	ENSG00000284242		ENSG00000284242	ENSG00000284242.1	chr17	66278059	66278664	ENST00000640823		unprocessed_pseudogene		
ENSG00000284263	ENSG00000284263		ENSG00000284263	ENSG00000284263.1	chr17	22532166	22532522	ENST00000638861		unprocessed_pseudogene		
ENSG00000284300	ENSG00000284300		ENSG00000284300	ENSG00000284300.1	chr17	22531463	22531797	ENST00000638744		unprocessed_pseudogene		
ENSG00000284327	ENSG00000284327		ENSG00000284327	ENSG00000284327.1	chr12	7619872	7620260	ENST00000639256		processed_pseudogene		
ENSG00000284328	ENSG00000284328		ENSG00000284328	ENSG00000284328.1	chr17	22531876	22532172	ENST00000640783		unprocessed_pseudogene		
ENSG00000284380	ENSG00000284380		ENSG00000284380	ENSG00000284380.1	chrY	25464006	25473621	ENST00000623198		transcribed_unprocessed_pseudogene		
ENSG00000284474	ENSG00000284474		ENSG00000284474	ENSG00000284474.1	chr7	57167039	57167245	ENST00000639774		unprocessed_pseudogene		
ENSG00000284490	ENSG00000284490		ENSG00000284490	ENSG00000284490.1	chr19	6199405	6205121	ENST00000638271		unprocessed_pseudogene		
ENSG00000284522	ENSG00000284522		ENSG00000284522	ENSG00000284522.1	chr12	7626103	7626486	ENST00000638789		processed_pseudogene		
ENSG00000284558	ENSG00000284558		ENSG00000284558	ENSG00000284558.1	chr7	57191997	57192337	ENST00000638599		unprocessed_pseudogene		
ENSG00000284572	ENSG00000284572		ENSG00000284572	ENSG00000284572.1	chr7	57196056	57196564	ENST00000639802		unprocessed_pseudogene		
ENSG00000284591	ENSG00000284591		ENSG00000284591	ENSG00000284591.1	chr12	7620542	7621450	ENST00000639187		processed_pseudogene		
ENSG00000284592	ENSG00000284592		ENSG00000284592	ENSG00000284592.2	chr1	157204779	157205040	ENST00000640266		unprocessed_pseudogene		
ENSG00000284603	ENSG00000284603		ENSG00000284603	ENSG00000284603.1	chr8	8059459	8059674	ENST00000642045		transcribed_unprocessed_pseudogene		
ENSG00000284610	ENSG00000284610		ENSG00000284610	ENSG00000284610.2	chr8	12014831	12015049	ENST00000641623		transcribed_unprocessed_pseudogene		
ENSG00000284611	ENSG00000284611		ENSG00000284611	ENSG00000284611.1	chr9	66182326	66188451	ENST00000641038		unprocessed_pseudogene		
ENSG00000284613	ENSG00000284613		ENSG00000284613	ENSG00000284613.1	chr8	12665278	12665495	ENST00000641602		transcribed_unprocessed_pseudogene		
ENSG00000284614	ENSG00000284614		ENSG00000284614	ENSG00000284614.1	chr8	7221713	7221930	ENST00000641497		transcribed_unprocessed_pseudogene		
ENSG00000284617	ENSG00000284617		ENSG00000284617	ENSG00000284617.1	chr8	7611473	7611690	ENST00000641758		transcribed_unprocessed_pseudogene		
ENSG00000284619	ENSG00000284619		ENSG00000284619	ENSG00000284619.1	chr2	129988158	129990530	ENST00000641920		transcribed_unprocessed_pseudogene		
ENSG00000284620	ENSG00000284620		ENSG00000284620	ENSG00000284620.3	chr8	7092102	7092320	ENST00000641842		transcribed_unprocessed_pseudogene		
ENSG00000284621	ENSG00000284621		ENSG00000284621	ENSG00000284621.1	chr22	21661859	21661929	ENST00000641337		transcribed_unitary_pseudogene		
ENSG00000284625	ENSG00000284625		ENSG00000284625	ENSG00000284625.1	chr11	71639551	71639769	ENST00000641616		transcribed_unprocessed_pseudogene		
ENSG00000284627	ENSG00000284627		ENSG00000284627	ENSG00000284627.1	chr7	97928082	97928300	ENST00000641908		transcribed_unprocessed_pseudogene		
ENSG00000284628	ENSG00000284628		ENSG00000284628	ENSG00000284628.1	chr15	28444144	28444264	ENST00000641554		unprocessed_pseudogene		
ENSG00000284630	ENSG00000284630		ENSG00000284630	ENSG00000284630.1	chr22	21657811	21661021	ENST00000641967		transcribed_unitary_pseudogene		
ENSG00000284636	ENSG00000284636		ENSG00000284636	ENSG00000284636.1	chr4	9000841	9001058	ENST00000641589		transcribed_unprocessed_pseudogene		
ENSG00000284637	ENSG00000284637		ENSG00000284637	ENSG00000284637.1	chr1	89203280	89203464	ENST00000642066		unprocessed_pseudogene		
ENSG00000284639	ENSG00000284639		ENSG00000284639	ENSG00000284639.1	chr11	3580927	3581135	ENST00000641667		transcribed_unprocessed_pseudogene		
ENSG00000284648	ENSG00000284648		ENSG00000284648	ENSG00000284648.1	chr4	9532429	9532647	ENST00000641197		transcribed_unprocessed_pseudogene		
ENSG00000284649	ENSG00000284649		ENSG00000284649	ENSG00000284649.3	chr16	29113050	29116326	ENST00000641769		transcribed_unprocessed_pseudogene		
ENSG00000284651	ENSG00000284651		ENSG00000284651	ENSG00000284651.1	chr22	21661242	21661295	ENST00000641933		unitary_pseudogene		
ENSG00000284654	ENSG00000284654		ENSG00000284654	ENSG00000284654.1	chr22	21661476	21661593	ENST00000641242		unitary_pseudogene		
ENSG00000284655	ENSG00000284655		ENSG00000284655	ENSG00000284655.1	chr8	7680309	7680526	ENST00000641716		transcribed_unprocessed_pseudogene		
ENSG00000284658	ENSG00000284658		ENSG00000284658	ENSG00000284658.1	chr9	66204896	66208833	ENST00000641636		unprocessed_pseudogene		
ENSG00000284659	ENSG00000284659		ENSG00000284659	ENSG00000284659.1	chr2	131419665	131419784	ENST00000641610		transcribed_processed_pseudogene		
ENSG00000284660	ENSG00000284660		ENSG00000284660	ENSG00000284660.1	chr3	125766601	125766818	ENST00000641783		transcribed_unprocessed_pseudogene		
ENSG00000284661	ENSG00000284661		ENSG00000284661	ENSG00000284661.1	chr8	8065599	8065816	ENST00000642093		transcribed_unprocessed_pseudogene		
ENSG00000284663	ENSG00000284663		ENSG00000284663	ENSG00000284663.1	chr8	12607291	12607509	ENST00000641239		transcribed_unprocessed_pseudogene		
ENSG00000284665	ENSG00000284665		ENSG00000284665	ENSG00000284665.1	chr22	21071082	21081018	ENST00000641915		unprocessed_pseudogene		
ENSG00000284671	ENSG00000284671		ENSG00000284671	ENSG00000284671.1	chr16	29075022	29104162	ENST00000566038		transcribed_unprocessed_pseudogene		
ENSG00000284673	ENSG00000284673		ENSG00000284673	ENSG00000284673.1	chr12	8396423	8396641	ENST00000642101		transcribed_unprocessed_pseudogene		
ENSG00000284679	ENSG00000284679		ENSG00000284679	ENSG00000284679.1	chr13	18248913	18249035	ENST00000641883		processed_pseudogene		
ENSG00000284682	ENSG00000284682		ENSG00000284682	ENSG00000284682.1	chr12	30306065	30307611	ENST00000641021		unitary_pseudogene		
ENSG00000284687	ENSG00000284687		ENSG00000284687	ENSG00000284687.1	chr12	8390270	8390488	ENST00000641832		transcribed_unprocessed_pseudogene		
ENSG00000284698	ENSG00000284698		ENSG00000284698	ENSG00000284698.1	chr8	7686423	7686643	ENST00000641598		transcribed_unprocessed_pseudogene		
ENSG00000284706	ENSG00000284706		ENSG00000284706	ENSG00000284706.1	chr2	131335502	131355769	ENST00000642016		transcribed_unprocessed_pseudogene		
ENSG00000284709	ENSG00000284709		ENSG00000284709	ENSG00000284709.1	chr15	81385390	81385774	ENST00000641105		processed_pseudogene		
ENSG00000284711	ENSG00000284711		ENSG00000284711	ENSG00000284711.1	chr19	50808145	50812707	ENST00000641084		transcribed_unitary_pseudogene		
ENSG00000284715	ENSG00000284715		ENSG00000284715	ENSG00000284715.1	chr11	104975356	104976116	ENST00000641024		unprocessed_pseudogene		
ENSG00000284717	ENSG00000284717		ENSG00000284717	ENSG00000284717.1	chr8	8714055	8719536	ENST00000641764		transcribed_unitary_pseudogene		
ENSG00000284724	ENSG00000284724		ENSG00000284724	ENSG00000284724.1	chr8	12659130	12659348	ENST00000641814		transcribed_unprocessed_pseudogene		
ENSG00000284727	ENSG00000284727		ENSG00000284727	ENSG00000284727.2	chr4	4107280	4107497	ENST00000641738		transcribed_unprocessed_pseudogene		
ENSG00000284728	ENSG00000284728		ENSG00000284728	ENSG00000284728.1	chr8	7227853	7228073	ENST00000642140		transcribed_unprocessed_pseudogene		
ENSG00000284731	ENSG00000284731		ENSG00000284731	ENSG00000284731.1	chr3	130002789	130003007	ENST00000641366		transcribed_unprocessed_pseudogene		
ENSG00000284740	ENSG00000284740		ENSG00000284740	ENSG00000284740.3	chr1	1503582	1509351	ENST00000641679		transcribed_unprocessed_pseudogene		
ENSG00000284746	ENSG00000284746		ENSG00000284746	ENSG00000284746.1	chr8	12601158	12601376	ENST00000641210		transcribed_unprocessed_pseudogene		
ENSG00000284763	ENSG00000284763		ENSG00000284763	ENSG00000284763.1	chr9	113065535	113065956	ENST00000643253		unprocessed_pseudogene		
ENSG00000284783	ENSG00000284783		ENSG00000284783	ENSG00000284783.2	chr15	30750406	30759859	ENST00000646742		transcribed_unprocessed_pseudogene		
ENSG00000284788	ENSG00000284788		ENSG00000284788	ENSG00000284788.1	chr15	21542990	21544008	ENST00000637451		unprocessed_pseudogene		
ENSG00000284834	ENSG00000284834		ENSG00000284834	ENSG00000284834.1	chr15	21534404	21535346	ENST00000644984		unprocessed_pseudogene		
ENSG00000284840	ENSG00000284840		ENSG00000284840	ENSG00000284840.1	chr7	99032894	99032940	ENST00000643017		transcribed_unprocessed_pseudogene		
ENSG00000284847	ENSG00000284847		ENSG00000284847	ENSG00000284847.1	chr4	6658690	6658981	ENST00000644416		unprocessed_pseudogene		
ENSG00000284858	ENSG00000284858		ENSG00000284858	ENSG00000284858.1	chr8	25276945	25277476	ENST00000643320		processed_pseudogene		
ENSG00000284867	ENSG00000284867		ENSG00000284867	ENSG00000284867.1	chr9	113081871	113082292	ENST00000646380		unprocessed_pseudogene		
ENSG00000284932	ENSG00000284932		ENSG00000284932	ENSG00000284932.1	chr2	68117026	68117200	ENST00000645646		unprocessed_pseudogene		
ENSG00000284951	ENSG00000284951		ENSG00000284951	ENSG00000284951.1	chr10	26379034	26387374	ENST00000646813		transcribed_unitary_pseudogene		
ENSG00000284962	ENSG00000284962		ENSG00000284962	ENSG00000284962.1	chr9	113070983	113071404	ENST00000645541		unprocessed_pseudogene		
ENSG00000284964	ENSG00000284964		ENSG00000284964	ENSG00000284964.1	chr1	149607467	149608516	ENST00000643225		transcribed_unprocessed_pseudogene		
ENSG00000284985	ENSG00000284985		ENSG00000284985	ENSG00000284985.1	chr20	58948089	58948267	ENST00000645913		unprocessed_pseudogene		
ENSG00000284986	ENSG00000284986		ENSG00000284986	ENSG00000284986.1	chr9	52452	73374	ENST00000646046		transcribed_unprocessed_pseudogene		
ENSG00000285020	ENSG00000285020		ENSG00000285020	ENSG00000285020.1	chr16	28612131	28614884	ENST00000645962		transcribed_unprocessed_pseudogene		
ENSG00000285030	ENSG00000285030		ENSG00000285030	ENSG00000285030.1	chr12	95885169	95885797	ENST00000644434		processed_pseudogene		
ENSG00000285035	ENSG00000285035		ENSG00000285035	ENSG00000285035.3	chr15	30644639	30658868	ENST00000642399		transcribed_unprocessed_pseudogene		
ENSG00000285045	ENSG00000285045		ENSG00000285045	ENSG00000285045.1	chr22	16953895	16956808	ENST00000643267		unprocessed_pseudogene		
ENSG00000285057	ENSG00000285057		ENSG00000285057	ENSG00000285057.1	chr17	43131208	43131270	ENST00000587322		transcribed_unprocessed_pseudogene		
ENSG00000285062	ENSG00000285062		ENSG00000285062	ENSG00000285062.1	chr1	148458643	148459689	ENST00000645329		transcribed_unprocessed_pseudogene		
ENSG00000285076	ENSG00000285076		ENSG00000285076	ENSG00000285076.1	chr9	113076429	113076850	ENST00000645853		unprocessed_pseudogene		
ENSG00000285102	ENSG00000285102		ENSG00000285102	ENSG00000285102.1	chr12	52275821	52277736	ENST00000642573		transcribed_unprocessed_pseudogene		
ENSG00000285115	ENSG00000285115		ENSG00000285115	ENSG00000285115.1	chr9	113060086	113060507	ENST00000645617		unprocessed_pseudogene		
ENSG00000285142	ENSG00000285142		ENSG00000285142	ENSG00000285142.1	chr12	7637396	7647086	ENST00000642279		unprocessed_pseudogene		
ENSG00000285215	ENSG00000285215		ENSG00000285215	ENSG00000285215.3	chr1	120964001	120977585	ENST00000642174		transcribed_unprocessed_pseudogene		
ENSG00000285228	ENSG00000285228		ENSG00000285228	ENSG00000285228.1	chr13	24611966	24613983	ENST00000645823		transcribed_unitary_pseudogene		
ENSG00000285254	ENSG00000285254		ENSG00000285254	ENSG00000285254.2	chr10	22475455	22478026	ENST00000642887		transcribed_unitary_pseudogene		
ENSG00000285257	ENSG00000285257		ENSG00000285257	ENSG00000285257.1	chr10	87214136	87216173	ENST00000643709		transcribed_unprocessed_pseudogene		
