"","external_gene_name","ensembl_gene_id","ensembl_gene_id_version","chromosome_name","start_position","end_position"
"45330","CCNG1","ENSG00000113328","ENSG00000113328.19","5",163437569,163446151
"45331","RPL11P4","ENSG00000184111","ENSG00000184111.6","10",92596852,92597287
"45332","RN7SL644P","ENSG00000264313","ENSG00000264313.2","10",92659044,92659302
"45333","LINC02636","ENSG00000224222","ENSG00000224222.2","10",69994276,70019496
"45334","AIFM2","ENSG00000042286","ENSG00000042286.15","10",70098223,70132934
"45335","SMIM19","ENSG00000176209","ENSG00000176209.12","8",42541155,42555195
"45336","ISOC2","ENSG00000063241","ENSG00000063241.8","19",55452985,55462343
"45337","SAR1A","ENSG00000079332","ENSG00000079332.15","10",70147289,70170523
"45339","ALDH7A1P2","ENSG00000232292","ENSG00000232292.1","2",172893763,172894383
"45340","LIMS1-AS1","ENSG00000228763","ENSG00000228763.1","2",108676795,108678601
"45342","RPL30P2","ENSG00000234272","ENSG00000234272.1","2",152131555,152131845
"45344","EMC4","ENSG00000128463","ENSG00000128463.13","15",34225013,34230156
"45345","BMS1P19","ENSG00000231099","ENSG00000231099.1","2",109667128,109668002
"45346","CYP3A4","ENSG00000160868","ENSG00000160868.15","7",99756960,99784248
"45347","HNRNPA1P43","ENSG00000214204","ENSG00000214204.4","1",115856910,115857819
"45348","IGFBP5","ENSG00000115461","ENSG00000115461.5","2",216672105,216695549
"45349","ZNF41","ENSG00000147124","ENSG00000147124.13","X",47445178,47483222
"45350","MAGI3","ENSG00000081026","ENSG00000081026.19","1",113390515,113685923
"45351","ELOC","ENSG00000154582","ENSG00000154582.17","8",73939169,73972287
"45352","PNMA3","ENSG00000183837","ENSG00000183837.10","X",153056409,153060467
"45354","MTCO1P54","ENSG00000233311","ENSG00000233311.1","2",202619185,202619896
"45356","ZNF628-DT","ENSG00000269859","ENSG00000269859.1","19",55475983,55476482
"45357","ZNF628","ENSG00000197483","ENSG00000197483.10","19",55476617,55484487
"45359","LINC01878","ENSG00000234308","ENSG00000234308.3","2",212795300,212819264
"45360","NAT14","ENSG00000090971","ENSG00000090971.5","19",55485188,55487568
"45361","ZNF674","ENSG00000251192","ENSG00000251192.8","X",46497725,46545457
"45362","HNRNPA1P51","ENSG00000234491","ENSG00000234491.1","2",206419292,206420238
"45366","RPL23P5","ENSG00000230406","ENSG00000230406.2","2",221592441,221592861
"45368","SSC5D","ENSG00000179954","ENSG00000179954.16","19",55488404,55519099
"45371","Y_RNA","ENSG00000207091","ENSG00000207091.1","15",34314728,34314828
"45372","DPRXP1","ENSG00000224323","ENSG00000224323.2","2",186488624,186489083
"45373","NOP10","ENSG00000182117","ENSG00000182117.6","15",34341719,34343136
"45374","PPIAP66","ENSG00000226131","ENSG00000226131.1","2",173485865,173486362
"45375","IL11RA","ENSG00000137070","ENSG00000137070.18","9",34650702,34661902
"45377","NUTM1","ENSG00000184507","ENSG00000184507.16","15",34343315,34357737
"45379","SNORA54","ENSG00000207008","ENSG00000207008.1","11",2963771,2963893
"45381","ATXN3","ENSG00000066427","ENSG00000066427.24","14",92044496,92106621
"45382","RPL23AP65","ENSG00000243964","ENSG00000243964.1","11",9606142,9606609
"45386","CALM2P2","ENSG00000229097","ENSG00000229097.1","10",70163685,70164124
"45387","RPS25P9","ENSG00000232142","ENSG00000232142.1","10",70198988,70199239
"45388","SWAP70","ENSG00000133789","ENSG00000133789.15","11",9664077,9752993
"45389","PPA1","ENSG00000180817","ENSG00000180817.12","10",70202835,70233911
"45390","KYNU","ENSG00000115919","ENSG00000115919.15","2",142877657,143055833
"45391","APOOP1","ENSG00000270560","ENSG00000270560.1","5",156924119,156924710
"45396","PABIR2","ENSG00000156504","ENSG00000156504.17","X",134769566,134797232
"45398","SLC51A","ENSG00000163959","ENSG00000163959.10","3",196211487,196243178
"45404","ATP6V1G1P6","ENSG00000249372","ENSG00000249372.1","5",78222184,78222517
"45406","RPL12P21","ENSG00000242683","ENSG00000242683.1","5",139035148,139035987
"45409","C5orf52","ENSG00000187658","ENSG00000187658.7","5",157671533,157680158
"45410","TRPS1","ENSG00000104447","ENSG00000104447.13","8",115408496,115809673
"45411","RPL7P18","ENSG00000243806","ENSG00000243806.1","5",94825961,94826694
"45413","PDPK2P","ENSG00000205918","ENSG00000205918.9","16",2616121,2643296
"45414","KIF4B","ENSG00000226650","ENSG00000226650.6","5",155013755,155018141
"45416","SBK2","ENSG00000187550","ENSG00000187550.9","19",55528611,55537133
"45417","DOCK2","ENSG00000134516","ENSG00000134516.18","5",169637268,170083382
"45418","SBK3","ENSG00000231274","ENSG00000231274.5","19",55540656,55545543
"45421","TBC1D24","ENSG00000162065","ENSG00000162065.14","16",2475051,2509560
"45422","LPCAT4","ENSG00000176454","ENSG00000176454.14","15",34358633,34367196
"45423","ZNF579","ENSG00000218891","ENSG00000218891.5","19",55576774,55580848
"45424","FIZ1","ENSG00000179943","ENSG00000179943.8","19",55591376,55601970
"45426","PGM2","ENSG00000169299","ENSG00000169299.14","4",37826660,37862937
"45427","ZNF524","ENSG00000171443","ENSG00000171443.7","19",55600022,55603138
"45428","TTC14","ENSG00000163728","ENSG00000163728.11","3",180602163,180617828
"45430","ZNF784","ENSG00000179922","ENSG00000179922.6","19",55620741,55624566
"45431","M6PR","ENSG00000003056","ENSG00000003056.8","12",8940361,8949761
"45432","ZNF580","ENSG00000213015","ENSG00000213015.9","19",55635016,55643470
"45433","ZNF581","ENSG00000171425","ENSG00000171425.10","19",55635459,55645623
"45434","TYSND1","ENSG00000156521","ENSG00000156521.14","10",70137981,70146700
"45435","CCDC106","ENSG00000173581","ENSG00000173581.8","19",55641062,55653161
"45437","CYP3A137P","ENSG00000261511","ENSG00000261511.1","7",99820018,99820086
"45438","DCST1-AS1","ENSG00000232093","ENSG00000232093.1","1",155045191,155046118
"45439","ZEB1-AS1","ENSG00000237036","ENSG00000237036.5","10",31206278,31320447
"45440","RN7SKP50","ENSG00000201564","ENSG00000201564.1","11",9680924,9681238
"45441","EIF2S2P5","ENSG00000225650","ENSG00000225650.2","1",114468315,114469282
"45442","CYP3A43","ENSG00000021461","ENSG00000021461.17","7",99828013,99866102
"45443","LINC02709","ENSG00000245522","ENSG00000245522.2","11",9754770,9759533
"45444","PGBP","ENSG00000227179","ENSG00000227179.6","1",111382860,111391819
"45445","SBF2-AS1","ENSG00000246273","ENSG00000246273.8","11",9758268,9811335
"45446","SPRR2C","ENSG00000229035","ENSG00000229035.2","1",153140491,153140709
"45447","RAP1A","ENSG00000116473","ENSG00000116473.14","1",111542218,111716691
"45448","RNA5SP309","ENSG00000252479","ENSG00000252479.1","10",31259599,31259704
"45449","SPTLC1P1","ENSG00000230397","ENSG00000230397.1","10",31360955,31361215
"45453","ACTG1P15","ENSG00000259904","ENSG00000259904.1","15",34373541,34374603
"45455","MIR1233-1","ENSG00000221649","ENSG00000221649.1","15",34382069,34382150
"45457","MACORIS","ENSG00000237797","ENSG00000237797.1","10",31693084,31707388
"45458","Y_RNA","ENSG00000222412","ENSG00000222412.1","10",31756042,31756136
"45459","RPS15AP5","ENSG00000223540","ENSG00000223540.1","10",121713607,121713994
"45463","ATE1","ENSG00000107669","ENSG00000107669.18","10",121740424,121928492
"45465","KLRG1","ENSG00000139187","ENSG00000139187.10","12",8950044,9010760
"45467","RNU7-28P","ENSG00000252568","ENSG00000252568.1","11",9843815,9843876
"45469","CARMAL","ENSG00000260123","ENSG00000260123.2","15",89041223,89082819
"45475","DUX4L4","ENSG00000258834","ENSG00000258834.4","4",190081118,190082386
"45477","ABHD2","ENSG00000140526","ENSG00000140526.18","15",89087459,89202355
"45479","NPY2R","ENSG00000185149","ENSG00000185149.6","4",155208636,155217078
"45480","ADM","ENSG00000148926","ENSG00000148926.10","11",10305073,10307397
"45481","PPP3CC","ENSG00000120910","ENSG00000120910.15","8",22440819,22541142
"45483","SETP12","ENSG00000251609","ENSG00000251609.2","4",120895494,120897083
"45484","TENM3-AS1","ENSG00000177822","ENSG00000177822.8","4",181874438,182145249
"45485","MARF1","ENSG00000166783","ENSG00000166783.22","16",15594387,15643154
"45487","USP51","ENSG00000247746","ENSG00000247746.5","X",55484616,55489848
"45490","DMRTC1","ENSG00000269502","ENSG00000269502.6","X",72872025,72943837
"45491","EPN1","ENSG00000063245","ENSG00000063245.15","19",55675226,55709858
"45492","HNRNPA1P34","ENSG00000213049","ENSG00000213049.3","12",9027532,9029089
"45493","OVGP1","ENSG00000085465","ENSG00000085465.13","1",111414319,111427735
"45494","VDAC2P2","ENSG00000255776","ENSG00000255776.1","12",9036344,9037244
"45495","LINC00612","ENSG00000214851","ENSG00000214851.5","12",9055589,9065070
"45496","A2M-AS1","ENSG00000245105","ENSG00000245105.4","12",9065163,9068689
"45497","KRT17P8","ENSG00000256937","ENSG00000256937.1","12",9127783,9128645
"45498","BTG1P1","ENSG00000256720","ENSG00000256720.1","12",9135084,9135591
"45500","PZP","ENSG00000126838","ENSG00000126838.10","12",9148840,9208395
"45501","CCL27","ENSG00000213927","ENSG00000213927.4","9",34661880,34664048
"45503","ANP32C","ENSG00000248546","ENSG00000248546.3","4",164197007,164197711
"45505","HSP90AA4P","ENSG00000205100","ENSG00000205100.2","4",189472965,189475192
"45507","MBNL3","ENSG00000076770","ENSG00000076770.15","X",132369317,132489968
"45508","Y_RNA","ENSG00000201884","ENSG00000201884.1","10",121846600,121846700
"45510","ATE1-AS1","ENSG00000226864","ENSG00000226864.2","10",121928312,121951965
"45511","FOSL1P1","ENSG00000248394","ENSG00000248394.1","4",128155389,128156204
"45513","SLC25A5P6","ENSG00000213332","ENSG00000213332.4","4",186328716,186329601
"45519","NSMCE4A","ENSG00000107672","ENSG00000107672.15","10",121957091,121975217
"45521","LINC02586","ENSG00000224965","ENSG00000224965.1","1",110208834,110209987
"45524","LINC01649","ENSG00000228127","ENSG00000228127.3","1",115904855,115931616
"45525","FRG1","ENSG00000109536","ENSG00000109536.12","4",189940870,189963202
"45527","LINC02785","ENSG00000226822","ENSG00000226822.3","1",108040263,108076020
"45532","NLRP9","ENSG00000185792","ENSG00000185792.10","19",55708438,55738402
"45533","S100A7L2","ENSG00000197364","ENSG00000197364.7","1",153437058,153439949
"45535","CCL19","ENSG00000172724","ENSG00000172724.12","9",34689570,34691276
"45537","UBL4B","ENSG00000186150","ENSG00000186150.5","1",110112443,110113947
"45538","AMPD3","ENSG00000133805","ENSG00000133805.15","11",10308313,10507579
"45539","SLC27A3","ENSG00000143554","ENSG00000143554.14","1",153774354,153780157
"45544","CCL21","ENSG00000137077","ENSG00000137077.8","9",34709005,34710136
"45545","SCN9A","ENSG00000169432","ENSG00000169432.18","2",166195185,166376001
"45547","COL6A6","ENSG00000206384","ENSG00000206384.10","3",130560334,130678155
"45548","RN7SKP109","ENSG00000222524","ENSG00000222524.1","19",55737285,55737600
"45549","RFPL4A","ENSG00000223638","ENSG00000223638.3","19",55759014,55763175
"45550","FAM205A","ENSG00000205108","ENSG00000205108.6","9",34723053,34729488
"45551","LINC02437","ENSG00000248517","ENSG00000248517.1","4",184988997,185005186
"45552","RFPL4AL1","ENSG00000229292","ENSG00000229292.2","19",55769118,55773420
"45553","AGGF1P1","ENSG00000214273","ENSG00000214273.4","4",190041342,190043414
"45554","PMPCAP1","ENSG00000248817","ENSG00000248817.1","4",92182477,92184052
"45556","RFPL4AP1","ENSG00000255238","ENSG00000255238.1","19",55777553,55778900
"45557","LINC02434","ENSG00000248370","ENSG00000248370.2","4",188159705,188161157
"45558","SIGMAR1","ENSG00000147955","ENSG00000147955.18","9",34634722,34637844
"45559","U2AF2","ENSG00000063244","ENSG00000063244.13","19",55654146,55674716
"45560","RNU7-195P","ENSG00000239151","ENSG00000239151.1","15",89120779,89120840
"45562","HMGB1P8","ENSG00000259699","ENSG00000259699.2","15",89135547,89136495
"45568","HPS6","ENSG00000166189","ENSG00000166189.8","10",102065349,102068036
"45569","RLBP1","ENSG00000140522","ENSG00000140522.12","15",89209869,89221614
"45570","CPE","ENSG00000109472","ENSG00000109472.14","4",165361194,165498547
"45573","LDB1","ENSG00000198728","ENSG00000198728.11","10",102106489,102120368
"45574","TMEM192","ENSG00000170088","ENSG00000170088.14","4",165070608,165208549
"45575","MIR6877","ENSG00000273932","ENSG00000273932.1","9",133051996,133052059
"45576","GTF3C5","ENSG00000148308","ENSG00000148308.18","9",133030675,133058503
"45577","MIR6766","ENSG00000275101","ENSG00000275101.1","15",89326739,89326810
"45578","POLG-DT","ENSG00000261441","ENSG00000261441.1","15",89335053,89336161
"45581","MIR9-3","ENSG00000284329","ENSG00000284329.1","15",89368017,89368106
"45583","GABPB2","ENSG00000143458","ENSG00000143458.12","1",151070578,151125542
"45584","FNTA","ENSG00000168522","ENSG00000168522.13","8",43034194,43085788
"45585","SLC12A6","ENSG00000140199","ENSG00000140199.13","15",34229784,34338060
"45587","CLUHP4","ENSG00000249003","ENSG00000249003.1","4",190057902,190063005
"45588","TPT1P12","ENSG00000256817","ENSG00000256817.1","12",9155881,9156372
"45589","MIR1244-3","ENSG00000283429","ENSG00000283429.1","12",9239467,9239551
"45590","PTMAP4","ENSG00000231503","ENSG00000231503.4","12",9239986,9240331
"45591","LINC00987","ENSG00000237248","ENSG00000237248.5","12",9240003,9257960
"45592","FAM149A","ENSG00000109794","ENSG00000109794.13","4",186104419,186172667
"45594","TBX5-AS1","ENSG00000255399","ENSG00000255399.4","12",114408173,114412831
"45595","NDUFS7","ENSG00000115286","ENSG00000115286.20","19",1383527,1395589
"45597","PPRC1","ENSG00000148840","ENSG00000148840.11","10",102132994,102150333
"45600","RN7SKP216","ENSG00000222982","ENSG00000222982.1","12",114504876,114505187
"45602","CA14","ENSG00000118298","ENSG00000118298.12","1",150257251,150265078
"45603","OSTF1P1","ENSG00000258244","ENSG00000258244.1","12",114588194,114588802
"45605","Y_RNA","ENSG00000199220","ENSG00000199220.1","12",114657949,114658062
"45606","TBX5","ENSG00000089225","ENSG00000089225.20","12",114353911,114408442
"45608","GRM6","ENSG00000113262","ENSG00000113262.16","5",178977587,178996206
"45609","ABCC5","ENSG00000114770","ENSG00000114770.17","3",183919934,184017939
"45610","RNU1-124P","ENSG00000200731","ENSG00000200731.1","8",43073474,43073618
"45613","HGSNAT","ENSG00000165102","ENSG00000165102.15","8",43140464,43202855
"45614","LINC01942","ENSG00000253428","ENSG00000253428.1","5",173689459,173705849
"45617","MIR6506","ENSG00000284184","ENSG00000284184.1","16",15611030,15611095
"45618","TAF7","ENSG00000178913","ENSG00000178913.8","5",141260225,141320784
"45619","MIR484","ENSG00000283736","ENSG00000283736.1","16",15643294,15643372
"45626","CHSY3","ENSG00000198108","ENSG00000198108.4","5",129904465,130186634
"45627","NDE1","ENSG00000072864","ENSG00000072864.16","16",15643267,15734691
"45628","FAM133A","ENSG00000179083","ENSG00000179083.7","X",93674013,93712274
"45629","AQP10","ENSG00000143595","ENSG00000143595.13","1",154321090,154325325
"45630","C5orf67","ENSG00000225940","ENSG00000225940.7","5",56511567,56606232
"45631","F9","ENSG00000101981","ENSG00000101981.12","X",139530739,139563459
"45633","RNU6ATAC33P","ENSG00000221574","ENSG00000221574.1","11",10399192,10399317
"45634","MTRNR2L8","ENSG00000255823","ENSG00000255823.5","11",10507894,10509186
"45636","MIR4485","ENSG00000283813","ENSG00000283813.1","11",10508270,10508326
"45637","RNF141","ENSG00000110315","ENSG00000110315.7","11",10511673,10541230
"45638","FAM81B","ENSG00000153347","ENSG00000153347.10","5",95391366,95450454
"45639","CD5L","ENSG00000073754","ENSG00000073754.6","1",157830911,157898256
"45640","NOLC1","ENSG00000166197","ENSG00000166197.17","10",102152176,102163871
"45641","S100A8","ENSG00000143546","ENSG00000143546.10","1",153390032,153391073
"45642","MIR7154","ENSG00000276639","ENSG00000276639.1","11",45691704,45691776
"45646","LINC01761","ENSG00000233907","ENSG00000233907.1","1",95474737,95479356
"45647","RNU6-879P","ENSG00000201198","ENSG00000201198.1","12",57415296,57415403
"45649","CDK4P1","ENSG00000225036","ENSG00000225036.1","1",105433994,105434821
"45650","INHBC","ENSG00000175189","ENSG00000175189.4","12",57434784,57452062
"45651","SMU1P1","ENSG00000237842","ENSG00000237842.2","1",157059232,157060762
"45652","MCTP1-AS1","ENSG00000249545","ENSG00000249545.1","5",94979151,94980893
"45653","C5orf46","ENSG00000178776","ENSG00000178776.5","5",147880726,147906538
"45654","LINC01768","ENSG00000228420","ENSG00000228420.1","1",109828355,109871436
"45655","INHBE","ENSG00000139269","ENSG00000139269.3","12",57452323,57459280
"45658","PPM1J-DT","ENSG00000261595","ENSG00000261595.1","1",112715672,112717796
"45663","CYP3A52P","ENSG00000260524","ENSG00000260524.1","7",99872168,99872258
"45664","SCGB3A1","ENSG00000161055","ENSG00000161055.4","5",180590105,180591499
"45665","GLI1","ENSG00000111087","ENSG00000111087.10","12",57459785,57472268
"45666","GJC3","ENSG00000176402","ENSG00000176402.6","7",99923266,99929620
"45668","CNTNAP2","ENSG00000174469","ENSG00000174469.23","7",146116002,148420998
"45669","SELENBP1","ENSG00000143416","ENSG00000143416.21","1",151364304,151372707
"45670","MCF2","ENSG00000101977","ENSG00000101977.21","X",139581770,139708227
"45671","VN1R46P","ENSG00000253611","ENSG00000253611.1","8",43219960,43220809
"45676","LINC01470","ENSG00000249484","ENSG00000249484.9","5",152618965,153223543
"45679","AFG3L2P1","ENSG00000253606","ENSG00000253606.2","8",43270198,43271960
"45683","POTEA","ENSG00000188877","ENSG00000188877.12","8",43292483,43363518
"45684","LINC02690","ENSG00000255226","ENSG00000255226.2","11",45749454,45752279
"45685","LINC02716","ENSG00000205106","ENSG00000205106.4","11",45771432,45772358
"45686","SLC35C1","ENSG00000181830","ENSG00000181830.9","11",45804072,45813016
"45687","IRGM","ENSG00000237693","ENSG00000237693.4","5",150846523,150900736
"45692","PCDHB4","ENSG00000081818","ENSG00000081818.4","5",141121818,141125623
"45694","CRY2","ENSG00000121671","ENSG00000121671.12","11",45847118,45883248
"45695","SOWAHA","ENSG00000198944","ENSG00000198944.6","5",132813302,132816786
"45696","MTND3P25","ENSG00000249192","ENSG00000249192.1","5",134928393,134928527
"45701","CEL","ENSG00000170835","ENSG00000170835.17","9",133061981,133071861
"45702","ELOVL3","ENSG00000119915","ENSG00000119915.5","10",102226299,102229589
"45704","DNAJC21","ENSG00000168724","ENSG00000168724.17","5",34929559,34958964
"45705","RNU6-104P","ENSG00000238509","ENSG00000238509.1","8",43303376,43303482
"45708","U3","ENSG00000201329","ENSG00000201329.2","8",43378297,43378510
"45709","PPDPFL","ENSG00000168333","ENSG00000168333.14","8",49054311,49076093
"45712","PITX3","ENSG00000107859","ENSG00000107859.10","10",102230186,102241512
"45713","METRN","ENSG00000103260","ENSG00000103260.9","16",715118,719655
"45714","AK3P5","ENSG00000228816","ENSG00000228816.1","10",32944481,32944999
"45715","ITGB1-DT","ENSG00000229656","ENSG00000229656.7","10",32958437,33082102
"45716","CELP","ENSG00000170827","ENSG00000170827.9","9",133079900,133087355
"45717","PSORS1C3","ENSG00000204528","ENSG00000204528.3","6",31173735,31177899
"45718","ARHGAP9","ENSG00000123329","ENSG00000123329.20","12",57472264,57488814
"45719","MTND4LP11","ENSG00000234163","ENSG00000234163.1","10",33023368,33023647
"45720","RN7SL847P","ENSG00000265319","ENSG00000265319.2","10",33034655,33034924
"45723","RPL7AP53","ENSG00000235962","ENSG00000235962.5","10",33057615,33058407
"45724","HCG27","ENSG00000206344","ENSG00000206344.7","6",31197760,31203968
"45726","ANTKMT","ENSG00000103254","ENSG00000103254.10","16",720581,722590
"45727","VINAC1P","ENSG00000283698","ENSG00000283698.1","2",112439312,112469687
"45729","PFKP-DT","ENSG00000273001","ENSG00000273001.1","10",3065424,3066001
"45730","RALGDS","ENSG00000160271","ENSG00000160271.16","9",133097720,133149334
"45732","RPL27AP4","ENSG00000233939","ENSG00000233939.1","2",106304755,106305197
"45734","PFKP","ENSG00000067057","ENSG00000067057.18","10",3066333,3137718
"45741","EXTL2P1","ENSG00000223976","ENSG00000223976.1","2",175842887,175843302
"45742","GAMT","ENSG00000130005","ENSG00000130005.13","19",1397026,1401570
"45743","DLGAP2","ENSG00000198010","ENSG00000198010.13","8",737628,1708476
"45744","VARS2","ENSG00000137411","ENSG00000137411.19","6",30914205,30926459
"45745","MIR4435-2HG","ENSG00000172965","ENSG00000172965.17","2",111006015,111523376
"45747","Y_RNA","ENSG00000274118","ENSG00000274118.1","7",146311720,146311822
"45748","CNTNAP2-AS1","ENSG00000236795","ENSG00000236795.1","7",147080934,147097609
"45749","DUTP3","ENSG00000226857","ENSG00000226857.1","7",147146342,147146756
"45750","RANP2","ENSG00000232391","ENSG00000232391.1","7",147167344,147167572
"45751","CIAO3","ENSG00000103245","ENSG00000103245.14","16",729760,741329
"45752","MIR548F4","ENSG00000221442","ENSG00000221442.1","7",147378017,147378121
"45755","RNU6-1184P","ENSG00000207318","ENSG00000207318.1","7",147831770,147831877
"45756","RNA5SP249","ENSG00000251936","ENSG00000251936.1","7",147849884,147849982
"45757","RN7SL456P","ENSG00000242266","ENSG00000242266.3","7",147940007,147940301
"45758","U3","ENSG00000199370","ENSG00000199370.2","7",148389645,148389859
"45759","RN7SL72P","ENSG00000243374","ENSG00000243374.3","7",148438309,148438577
"45764","EGFR-AS1","ENSG00000224057","ENSG00000224057.1","7",55179750,55188934
"45765","ELDR","ENSG00000280890","ENSG00000280890.1","7",55235965,55255635
"45767","CALM1P2","ENSG00000230564","ENSG00000230564.1","7",55259809,55260256
"45770","RNU6-863P","ENSG00000251798","ENSG00000251798.1","7",76087444,76087547
"45771","GTF2IP7","ENSG00000227038","ENSG00000227038.3","7",76090431,76108779
"45774","MAPK8IP1","ENSG00000121653","ENSG00000121653.11","11",45885651,45906465
"45776","SRRM3","ENSG00000177679","ENSG00000177679.16","7",76201896,76287288
"45777","DAZAP1","ENSG00000071626","ENSG00000071626.17","19",1407569,1435687
"45779","KIFC2","ENSG00000167702","ENSG00000167702.13","8",144466043,144474202
"45780","SEPTIN8","ENSG00000164402","ENSG00000164402.14","5",132750819,132807241
"45783","THEGL","ENSG00000249693","ENSG00000249693.3","4",56530606,56603507
"45784","YWHAG","ENSG00000170027","ENSG00000170027.7","7",76326799,76358991
"45785","PPIAP81","ENSG00000213548","ENSG00000213548.3","7",76361768,76362113
"45786","SSC4D","ENSG00000146700","ENSG00000146700.9","7",76389334,76409697
"45789","DPP3P1","ENSG00000250768","ENSG00000250768.1","4",64430909,64433215
"45790","FAM13A-AS1","ENSG00000248019","ENSG00000248019.3","4",88709298,88730103
"45791","HSPE1P23","ENSG00000250356","ENSG00000250356.1","4",74917822,74918138
"45793","NDUFS5P4","ENSG00000251437","ENSG00000251437.1","4",98976800,98977117
"45795","ZP3","ENSG00000188372","ENSG00000188372.15","7",76397518,76442071
"45798","LINC02507","ENSG00000251688","ENSG00000251688.2","4",147567606,147594589
"45800","C11orf94","ENSG00000234776","ENSG00000234776.5","11",45906513,45907272
"45801","LINC02465","ENSG00000249618","ENSG00000249618.6","4",129771596,129975329
"45802","PEX16","ENSG00000121680","ENSG00000121680.16","11",45909663,45918812
"45803","POMK","ENSG00000185900","ENSG00000185900.11","8",43093498,43131180
"45804","EIF2B5","ENSG00000145191","ENSG00000145191.15","3",184135038,184146127
"45805","MRPL44","ENSG00000135900","ENSG00000135900.4","2",223957463,223967714
"45806","MTCO1P45","ENSG00000232982","ENSG00000232982.1","2",155263458,155263724
"45810","MSLN","ENSG00000102854","ENSG00000102854.16","16",760734,768865
"45813","FDPSP2","ENSG00000233980","ENSG00000233980.1","7",76470162,76471058
"45816","HSPB1","ENSG00000106211","ENSG00000106211.10","7",76302673,76304295
"45818","PITRM1-AS1","ENSG00000237399","ENSG00000237399.7","10",3141632,3167972
"45829","RNU6-687P","ENSG00000252252","ENSG00000252252.1","10",54452423,54452511
"45832","C19orf25","ENSG00000119559","ENSG00000119559.17","19",1461143,1479219
"45833","NEFMP1","ENSG00000224697","ENSG00000224697.1","10",54599678,54600683
"45834","MIR548F1","ENSG00000221594","ENSG00000221594.1","10",54607874,54607957
"45837","FMO5","ENSG00000131781","ENSG00000131781.13","1",147175351,147243050
"45838","HNRNPKP2","ENSG00000227347","ENSG00000227347.1","2",136199114,136200503
"45840","ERICH2","ENSG00000204334","ENSG00000204334.7","2",170783786,170798971
"45843","CRPPA","ENSG00000214960","ENSG00000214960.11","7",16087525,16502504
"45844","MTRNR2L5","ENSG00000249860","ENSG00000249860.4","10",55599042,55600728
"45845","GAPDHP21","ENSG00000236993","ENSG00000236993.2","10",55667341,55668350
"45847","PHF20L1","ENSG00000129292","ENSG00000129292.21","8",132775358,132848807
"45848","GPM6A","ENSG00000150625","ENSG00000150625.16","4",175632934,176002664
"45849","PITRM1","ENSG00000107959","ENSG00000107959.17","10",3137728,3172841
"45851","LARGE2","ENSG00000165905","ENSG00000165905.18","11",45921621,45929096
"45853","MTND1P27","ENSG00000223921","ENSG00000223921.1","2",140220584,140221485
"45855","YWHAQP5","ENSG00000236564","ENSG00000236564.1","2",98694109,98695490
"45856","PCSK4","ENSG00000115257","ENSG00000115257.15","19",1481428,1490752
"45857","ADAM23","ENSG00000114948","ENSG00000114948.13","2",206443532,206621127
"45858","RPL36AP29","ENSG00000224683","ENSG00000224683.1","7",16208945,16209265
"45859","CRPPA-AS1","ENSG00000229688","ENSG00000229688.8","7",16210484,16270604
"45860","SOSTDC1","ENSG00000171243","ENSG00000171243.8","7",16461481,16530580
"45862","LRRC72","ENSG00000205858","ENSG00000205858.10","7",16526825,16581568
"45865","MARS1","ENSG00000166986","ENSG00000166986.15","12",57475445,57517569
"45866","FBLIM1P2","ENSG00000254871","ENSG00000254871.1","11",46142716,46143594
"45867","LINC02710","ENSG00000255269","ENSG00000255269.3","11",46213150,46220438
"45871","LINC02489","ENSG00000255007","ENSG00000255007.1","11",46256355,46274547
"45874","CREB3L1","ENSG00000157613","ENSG00000157613.11","11",46277662,46321409
"45878","MIR589","ENSG00000207973","ENSG00000207973.1","7",5495819,5495917
"45879","ACTB","ENSG00000075624","ENSG00000075624.17","7",5526409,5563902
"45881","ATP11C","ENSG00000101974","ENSG00000101974.15","X",139726346,139945276
"45882","NOTCH2NLR","ENSG00000286106","ENSG00000286106.1","1",120723946,120793874
"45884","ADAMTSL5","ENSG00000185761","ENSG00000185761.11","19",1505022,1513604
"45886","POLR3GL","ENSG00000121851","ENSG00000121851.13","1",145964690,145978848
"45888","DGKZ","ENSG00000149091","ENSG00000149091.15","11",46332905,46380554
"45890","PUDPP2","ENSG00000233792","ENSG00000233792.3","1",152124016,152196699
"45892","NBPF13P","ENSG00000283342","ENSG00000283342.1","1",147099482,147124285
"45895","RPL7AP28","ENSG00000184139","ENSG00000184139.8","4",131857343,131857913
"45897","MSLNL","ENSG00000162006","ENSG00000162006.9","16",769428,783370
"45899","MIR571","ENSG00000207642","ENSG00000207642.1","4",350157,350252
"45901","MIR4800","ENSG00000284276","ENSG00000284276.1","4",2250077,2250156
"45902","RN7SL589P","ENSG00000239247","ENSG00000239247.3","4",2316197,2316506
"45903","Y_RNA","ENSG00000206738","ENSG00000206738.1","4",2615124,2615224
"45904","RN7SKP113","ENSG00000200761","ENSG00000200761.1","4",4920770,4921064
"45906","MIR378D1","ENSG00000263631","ENSG00000263631.1","4",5923275,5923328
"45907","RN7SKP36","ENSG00000200867","ENSG00000200867.1","4",7112088,7112399
"45908","MIR4798","ENSG00000264658","ENSG00000264658.1","4",7310450,7310524
"45909","HAO2-IT1","ENSG00000230921","ENSG00000230921.1","1",119368946,119370331
"45910","RN7SKP292","ENSG00000202392","ENSG00000202392.1","4",6997012,6997328
"45911","MIR548I2","ENSG00000221275","ENSG00000221275.1","4",9556168,9556316
